serialNumber,packetType,deviceTime,time,xAxisAcc,yAxisAcc,zAxisAcc,xAxisAngVal,yAxisAngVal,zAxisAngVal,xAxisMagF,yAxisMagF,zAxisMagF,gpsTimeValidity,gpsAltitude,gpsLatitude,gpsLongitude,pressure,temperature
21845,1,1713,213738,-1.304284453,-0.666852236,7.453053951,-11.60000038,30.47900009,58.97800064,66.35700226,17.47699928,-47.39899826,2455,11207,372461472,1266669696,99334.625,21.67132568
21845,1,1723,213838,-2.54972887,-2.265336275,9.76742363,-50.44900131,-33.64599991,64.13400269,69.17900085,19.54000092,-48.10200119,2455,11555,372461568,1266669696,99346.89063,21.67565918
21845,1,1734,213948,-1.676937222,-1.73577714,11.72875309,-67.69100189,-37.61299896,44.53099823,66.02500153,19.53800011,-47.92200089,2455,11667,372461696,1266669696,99349.98438,21.68258667
21845,1,1744,214048,-1.667130589,-1.059118271,10.02239609,-15.47799969,-20.35499954,94.78299713,67.35299683,19.22100067,-47.75799942,2455,12019,372461792,1266669696,99377.1875,21.6910553
21845,1,1755,214158,-0.794338644,-1.176797986,11.25803471,68.31800079,-26.60199928,117.8789978,68.18299866,12.23700047,-47.49599838,2455,12905,372461888,1266669696,99406.8125,21.70779419
21845,1,1765,214258,-0.725692093,-0.921825111,12.38579941,77.56099701,-64.30000305,39.0019989,66.97799683,1.284000039,-50.5530014,2455,13513,372461920,1266669696,99443.20313,21.71308899
21845,1,1775,214358,0.039226603,0.088259846,8.335653305,86.39099884,-68.01899719,3.487999916,61.04600143,-4.269000053,-55.13499832,2455,14265,372461920,1266669696,99437.14063,21.71009827
21845,1,1813,214738,-1.29447782,-1.73577714,50.9553566,-85.5039978,10.13599968,127.3899994,48.43600082,-22.20800018,-52.75799942,2456,16502,372462080,1266669568,99527.53125,21.72087097
21845,1,1823,214838,-0.127486452,1.618097305,39.93267822,-112.8600006,-90.75,-9.173999786,46.27299881,-14.11400032,-56.80199814,2456,16809,372462144,1266669568,99537.45313,21.71289063
21845,1,1833,214938,2.020169973,-2.265336275,22.80046272,149.1000061,111.086998,280.3049927,44.26499939,-16.0189991,-57.95299911,2456,17343,372462208,1266669568,99549.01563,21.7150116
21845,1,1843,215038,0.451105922,-0.127486452,17.53429031,105.2149963,41.09600067,341.6409912,36.9620018,-29.98999977,-50.89699936,2456,17001,372462368,1266669568,99549.25,21.73664856
21845,1,1854,215148,0.71588546,0.794338644,13.71950436,24.69599915,21.31699944,393.5469971,20.51399994,-28.08200073,-48.05699921,2456,15618,372462560,1266669568,99549.67188,21.73387146
21845,1,1864,215248,1.755390406,0.921825111,7.00194788,16.17700005,9.86400032,399.3699951,5.441999912,-12.36800003,-47.75,2456,15085,372462720,1266669568,99558.60938,21.72155762
21845,1,1875,215358,1.824036956,4.383572578,6.256642818,-288.6879883,-317.9460144,421.2659912,1.292999983,11.76099968,-44.81299973,2456,13299,372462944,1266669568,99549.17188,21.74386597
21845,1,1885,215458,2.137849569,0.333426118,9.0613451,-501.3800049,-99.70600128,338.3320007,1.27699995,11.76200008,-44.63399887,2456,12698,372463104,1266669440,99554.65625,21.73309326
21845,1,1896,215568,2.422242641,3.177354574,5.991863251,-289.4070129,126.9339981,342.6789856,38.47200012,41.76499939,32.06100082,2456,12758,372463200,1266669440,99566.57813,21.72328186
21845,1,1906,215668,0.304006159,-0.176519692,-0.117679805,83.06099701,10.93400002,156.4219971,38.47200012,41.76499939,31.90399933,2456,12432,372463328,1266669312,99568.875,21.72819519
21845,1,1917,215778,2.029976606,0.392266005,9.228057861,395.2139893,-209.3630066,-215.496994,51.75600052,36.04999924,31.82999992,2457,12261,372463392,1266669184,99582.78125,21.73530579
21845,1,1928,215888,3.187161207,-5.707470417,4.766032219,-124.8050003,-9.604000092,-204.4550018,1.774999976,35.25400162,-34.70000076,2457,11754,372463456,1266669056,99603.9375,21.72077942
21845,1,1938,215988,-0.107873149,6.364515781,19.89769363,-350.5929871,-36.47800064,-61.27999878,1.791000009,35.25699997,-34.79000092,2457,11398,372463456,1266668928,99596.79688,21.70153809
21845,1,1949,216098,-0.1372931,2.31436944,23.3888607,195.3849945,523.3170166,-80.62200165,-8.645000458,31.12800026,-16.84399986,2457,14605,372463360,1266668928,99610.78125,21.69729614
21845,1,1959,216198,4.864098549,0.931631744,18.62282944,162.8650055,382.7749939,-338.6730042,-8.661000252,31.12800026,-16.93300056,2457,14858,372463360,1266668928,99647.78125,21.68412781
21845,1,1969,216298,-0.549172401,-0.81395191,25.54632378,41.01200104,46.92300034,-657.8920288,41.61500168,-4.59100008,-60.60599899,2457,14757,372463424,1266668800,99664.65625,21.68960571
21845,1,1980,216408,0.049033251,-0.460912555,13.87640953,97.92900085,-116.5199966,-550.4500122,41.62599945,-4.59100008,-60.58399963,2457,15152,372463488,1266668800,99662.53125,21.69306946
21845,1,1990,216508,0.843371928,-0.18632634,1.01989162,148.7160034,78.58499908,-456.3659973,38.62200165,-5.544000149,-60.48699951,2457,15399,372463552,1266668672,99681.32813,21.68951416
21845,1,2000,216608,7.198081493,1.500417471,16.29865265,72.11799622,-103.0979996,-381.428009,38.62200165,-5.537000179,-60.55400085,2457,15328,372463648,1266668672,99690.17188,21.70249939
21845,1,2011,216718,1.29447782,0.117679805,10.39504814,187.2539978,-180.1459961,-291.6059875,49.73699951,-4.747000217,-59.33599854,2457,15291,372463680,1266668544,99675.60938,21.70220947
21845,1,2021,216818,-0.362846047,-0.745305359,6.629295349,-0.531000018,-167.7389984,-547.1309814,49.73699951,-4.747000217,-59.29100037,2458,15348,372463712,1266668544,99678.64063,21.7061615
21845,1,2032,216928,-1.971136689,-1.421964288,8.610239029,-112.125,-203.576004,-787.2880249,42.59000015,-9.984000206,-60.7480011,2458,14685,372463840,1266668544,99726.07813,21.7195282
21845,1,2042,217028,-0.421685964,-1.265057802,7.354987621,59.26300049,-167.4550018,-892.2800293,31.48999977,-1.256999969,-58.77500153,2458,14240,372463904,1266668544,99715.65625,21.71673584
21845,1,2053,217138,1.049311519,-2.579149008,13.73911667,-59.39400101,-32.17499924,-855.0490112,35.9659996,-19.19199944,-56.73500061,2458,13440,372464000,1266668544,99735.07813,21.71559143
21845,1,2064,217248,1.461190939,1.059118271,22.83968735,-262.5840149,-182.1340027,-867.0250244,49.26100159,5.888999939,-60.02299881,2458,10518,372464064,1266668416,99739.10938,21.7301178
21845,1,2074,217348,-1.510224104,-0.902211845,13.51356411,35.98500061,-152.3179932,-819.4520264,7.765999794,15.09500027,-49.5890007,2458,8449,372464000,1266668288,99743.14063,21.73097229
21845,1,2085,217458,0.029419951,1.382737756,10.00278282,-113.2109985,-32.76399994,-581.1019897,10.23999977,-29.98500061,-40.68700027,2458,6910,372464224,1266668288,99775.3125,21.72010803
21845,1,2095,217558,-1.137571335,0.784532011,18.86799431,-19.03700066,-102.7310028,-522.9580078,45.79100037,-33.63899994,-47.24200058,2458,5554,372464416,1266668288,99768.82813,21.74801636
21845,1,2105,217658,-1.470997572,-0.833565295,8.894631386,87.17299652,144.1060028,-275.1229858,61.3769989,-20.78000069,-48.58000183,2458,4845,372464576,1266668288,99770.51563,21.74156189
21845,1,2115,217758,-0.049033251,-0.882598579,13.67047119,-33.12799835,196.6970062,-164.5209961,77.15100098,-10.3039999,-36.67300034,2458,3985,372464704,1266668288,99767.5,21.73973083
21845,1,2126,217868,-0.353039384,-1.912296653,10.32640266,-50.69499969,104.6539993,-134.7400055,88.42099762,6.361000061,-21.14100075,2459,2131,372464896,1266668288,99774.32813,21.724823
21845,1,2136,217968,0.304006159,-2.216302872,8.247392654,106.0130005,48.13800049,52.31299973,86.89499664,15.5710001,-11.74600029,2459,1185,372465024,1266668288,99796.59375,21.72770691
21845,1,2147,218078,-1.500417471,-1.902490139,9.532064438,149.2949982,12.73099995,72.34899902,88.40000153,10.65100002,-9.675999641,2459,1703,372464768,1266668160,99828.34375,21.72779846
21845,1,2157,218178,-2.383016109,-0.058839902,10.14007664,152.0090027,-9.784999847,68.78800201,88.58200073,2.236999989,-9.130000114,2459,1361,372464832,1266668160,99842.48438,21.73809814
21845,1,2168,218288,-2.333982706,1.618097305,12.66038513,-38.73199844,-72.375,-59.08100128,89.24099731,-6.968999863,-13.36800003,2459,-25,372464864,1266668032,99857.85938,21.73771667
21845,1,2178,218388,-1.569064021,-0.078453206,12.31715298,-4.815999985,-84.67299652,-55.91500092,88.91400146,-0.460999995,-20.55900002,2459,-105,372464896,1266667904,99866.46875,21.74743652
21845,1,2188,218488,-1.000278354,-0.147099748,11.9837265,27.3409996,-70.86399841,-53.54199982,84.93099976,3.825999975,-29.7670002,2459,-1053,372464960,1266667904,99870.57813,21.74136353
21845,1,2198,218588,-0.706078768,-0.872791886,12.49367237,76.40399933,-40.59400177,-78.25,81.77700043,5.413000107,-34.76699829,2459,-1752,372465024,1266667904,99879.45313,21.745224
21845,1,2209,218698,-0.774725378,-0.18632634,12.0719862,78.43699646,-25.26499939,-67.04100037,78.30699921,8.428999901,-38.24300003,2459,-2576,372465024,1266667776,99886.875,21.74455261
21845,1,2219,218798,-1.108151436,0.18632634,10.71866894,69.08699799,-23.5720005,-49.33800125,77.3010025,8.588000298,-42.82500076,2459,-2269,372465024,1266667648,99898.5,21.7532959
21845,1,2230,218908,-1.421964288,0.304006159,10.40485573,52.43799973,-45.79299927,-47.25,73.36599731,9.062999725,-43.48199844,2460,-2570,372464928,1266667520,99906.5625,21.74598694
21845,1,2241,219018,-1.441577554,0.598205686,10.86576843,37.50099945,-122.8099976,-30.08600044,68.34899902,7.479000092,-47.85499954,2460,-3066,372464960,1266667520,99913.51563,21.7507019
21845,1,2251,219118,-0.18632634,0.431492597,10.89518738,28.52499962,-126.3239975,-24.40500069,59.9109993,4.460000038,-54.07400131,2460,-4194,372464960,1266667392,99922.125,21.74455261
21845,1,2262,219228,-0.078453206,0.392266005,10.2773695,-67.52999878,-38.45999908,-55.04700089,50.24100113,4.776000023,-58.30400085,2460,-4991,372464896,1266667392,99929.76563,21.76437378
21845,1,2272,219328,0.529559135,0.215746298,10.69905472,-90.97100067,-34.75099945,-29.72400093,45.56600189,10.96899986,-58.54299927,2460,-12312,372464960,1266667392,99945.67188,21.76493835
21845,1,2282,219428,0.637432218,0.254972905,11.11093521,-79.61299896,-21.19099998,-36.06100082,41.11199951,18.90500069,-58.63299942,2460,-14018,372464928,1266667264,99950.57813,21.7542572
21845,1,2292,219528,0.254972905,-0.764918745,11.8954668,-67.01200104,-20.48500061,-52.82799911,36.63600159,27.79599953,-55.38899994,2460,-18936,372464896,1266667392,99958.70313,21.75628662
21845,1,2303,219638,0.392266005,-1.402351022,11.22861385,-58.15499878,-28.92700005,-65.10600281,33.6269989,32.71699905,-51.23300171,2460,-20462,372464768,1266667264,99959.32813,21.76350403
21845,1,2313,219738,0.764918745,-1.078731537,11.70914078,2.345000029,-14.46800041,-75.84300232,28.49699974,37.16199875,-49.23799896,2460,-21737,372464640,1266667008,99972.07813,21.75811768
21845,1,2324,219848,-0.06864655,-0.941438437,10.3362093,7.606999874,-25.6060009,-95.29799652,23.68400002,35.25799942,-47.33200073,2460,-20228,372464320,1266666880,99976.89063,21.77253723
21845,1,2334,219948,0.039226603,-0.490332514,10.3067894,4.640999794,-46.3030014,-115.1279984,16.56299973,32.08100128,-46.77099991,2461,-18649,372464000,1266666880,99992.5625,21.7691803
21845,1,2345,220058,0.294199497,0.117679805,10.14007664,0.634000003,-65.44599915,-126.2139969,7.413000107,27.31999969,-44.9620018,2461,-18720,372464064,1266666880,100002.0313,21.75733948
21845,1,2355,220158,0.853178561,0.245166257,10.3656292,-11.1960001,-71.8789978,-110.3610001,0.778999984,20.49200058,-41.18000031,2461,-19306,372464224,1266666880,100008.2813,21.76080322
21845,1,2366,220268,1.216024637,0.657045603,11.20900154,-53.81600189,-9.756999969,-152.0890045,-5.876999855,10.96899986,-36.08300018,2461,-19569,372464352,1266666880,100019.1563,21.74234009
21845,1,2376,220368,1.706357121,0.254972905,9.365350723,-67.62400055,-8.187000275,-149.3690033,-7.482999802,2.872999907,-33.8030014,2461,-19097,372464256,1266666752,100023.6094,21.74079895
21845,1,2387,220478,1.068924785,0.764918745,8.698498726,-37.13399887,6.612999916,-167.8970032,-8.329000473,-7.445000172,-33.45199966,2461,-18537,372464096,1266666752,100031.6719,21.73847961
21845,1,2398,220588,1.363124371,0.608012319,10.59118271,-41.70600128,68.28500366,-129.5670013,5.260000229,-24.75,-39.91699982,2461,-18322,372464192,1266666752,100035.0313,21.73280334
21845,1,2408,220688,0.64723891,0.353039384,9.590903282,-54.42900085,62.18399811,-119.973999,5.260000229,-24.75200081,-40.02899933,2461,-18403,372464288,1266666752,100046.625,21.74368286
21845,1,2419,220798,0.313812822,-0.225552961,9.639936447,-57.0870018,53.01800156,-123.4680023,26.67700005,-29.83200073,-50.19400024,2461,-19823,372464224,1266666880,100063.1875,21.73001099
21845,1,2429,220898,-0.294199497,-0.470719218,10.04201031,-58.14199829,37.28499985,-134.4640045,26.68799973,-29.82699966,-50.1269989,2461,-20845,372464128,1266667008,100073.7813,21.73954773
21845,1,2439,220998,-0.480525851,-0.451105922,9.953749657,-28.34300041,25.77700043,-129.8159943,47.25299835,-19.82699966,-53.99900055,2462,-21882,372464032,1266667136,100092.2813,21.75820923
21845,1,2450,221108,-0.284392834,-0.676658869,7.864933491,-11.54699993,29.32999992,-119.3789978,47.25299835,-19.82699966,-53.9090004,2462,-22418,372464128,1266667136,100095.6875,21.7559967
21845,1,2460,221208,-0.421685964,-0.706078768,7.580540657,-18.88400078,24.4829998,-112.9449997,58.22399902,-10.93799973,-55.1570015,2462,-22938,372464224,1266667136,100100.8594,21.76493835
21845,1,2470,221308,-0.892405152,-0.95124507,8.00222683,-22.87599945,11.94999981,-111.5820007,58.20800018,-10.93900013,-55.1570015,2462,-22879,372464288,1266667136,100102.7344,21.75157166
21845,1,2481,221418,-1.196411371,-1.265057802,9.649744034,69.1989975,40.49300003,-52.63000107,63.35300064,2.078999996,-54.07400131,2462,-25574,372464384,1266667264,100106.0938,21.77668762
21845,1,2491,221518,-0.264779568,-1.480804086,10.14988232,79.14600372,48.97200012,-37.13399887,63.32600021,2.078999996,-54.09600067,2462,-25859,372464384,1266667264,100113.9844,21.76408386
21845,1,2502,221628,-0.64723891,-0.862985194,9.6693573,51.65200043,35.65499878,-21.39699936,67.50800323,-2.048000097,-50.36600113,2462,-27064,372464320,1266667264,100131.0781,21.77157593
21845,1,2513,221738,-0.823758602,-0.892405152,9.816456795,28.92700005,29.04100037,-1.386999965,67.50800323,-2.048000097,-50.38899994,2462,-27333,372464416,1266667264,100146.2656,21.77850342
21845,1,2523,221838,-0.823758602,-1.117958069,9.600709915,36.98400116,21.41699982,3.04399991,73.81500244,-6.809999943,-44.9620018,2462,-26948,372464448,1266667264,100160.0625,21.76522827
21845,1,2534,221948,-0.50994581,-1.147378087,9.443803787,66.60199738,-14.60900021,-19.07699966,73.8259964,-6.809000015,-44.9620018,2462,-26967,372464544,1266667264,100172.8438,21.75868225
21845,1,2544,222048,-1.323897839,-0.598205686,11.5228138,58.39699936,-23.1989994,-8.604999542,74.48999786,-10.61999989,-41.15800095,2463,-27062,372464640,1266667264,100180.1875,21.76850891
21845,1,2555,222158,-1.431770921,-0.411879301,9.57129097,43.0719986,-31.36599922,-11.47999954,74.47399902,-10.62300014,-41.15800095,2463,-27143,372464736,1266667136,100193.6094,21.7744751
21845,1,2565,222258,-1.068924785,-0.245166257,10.31659603,26.7140007,-42.00299835,-18.53100014,72.31600189,-17.12899971,-41.01599884,2463,-27003,372464800,1266667136,100200.3438,21.77052307
21845,1,2575,222358,-0.745305359,0.196133003,10.3362093,7.146999836,-50.5719986,-22.16300011,70.15299988,-18.08300018,-43.2879982,2463,-26685,372464864,1266667136,100211.3594,21.78562927
21845,1,2585,222458,-0.37265268,0.039226603,10.57156849,-14.79199982,-60.22299957,-20.85499954,67.00499725,-18.07799911,-47.18999863,2463,-26532,372464960,1266667008,100222.6875,21.77908325
21845,1,2596,222568,0.333426118,-0.313812822,11.23842144,-29.59399986,-61.30500031,-16.8920002,65.16300201,-15.8579998,-50.78499985,2463,-27065,372465024,1266667008,100228.8281,21.78225708
21845,1,2606,222668,0.480525851,-0.519752443,11.26784134,-36.29199982,-58.26300049,-11.90400028,59.20899963,-12.68400002,-54.99300003,2463,-27281,372465120,1266667008,100234.5469,21.78129578
21845,1,2617,222778,1.010084987,-0.921825111,11.70914078,-39.19900131,-53.8429985,-12.54800034,50.07500076,-5.22300005,-60.48699951,2463,-27273,372465216,1266666880,100239.8906,21.78504944
21845,1,2627,222878,1.216024637,-0.872791886,11.42474747,-35.1609993,-52.06100082,-10.07800007,45.5929985,-1.095999956,-60.88999939,2463,-25602,372465088,1266666752,100249.2969,21.79304504
21845,1,2638,222988,0.931631744,-0.676658869,10.7088623,-29.43400002,-33.91799927,0.995999992,39.94499969,2.874000072,-60.84600067,2463,-23902,372465024,1266666624,100254.1719,21.80371094
21845,1,2649,223098,1.412157536,-0.902211845,9.306510925,-5.839000225,17.32299995,-2.457000017,35.13700104,5.570000172,-61.64500046,2464,-24023,372465088,1266666624,100264.6406,21.79881287
21845,1,2659,223198,1.265057802,-0.500139177,8.423913002,-18.06100082,19.19400024,10.30200005,35.67200089,6.364999771,-61.73500061,2464,-21759,372465024,1266666496,100271.8438,21.79650879
21845,1,2670,223308,1.304284453,-0.333426118,7.855126858,-30.97900009,9.970000267,27.40999985,38.48799896,7.953000069,-61.38399887,2464,-21974,372465056,1266666496,100275.875,21.79255676
21845,1,2680,223408,1.765197158,-0.755112052,8.531785965,-37.02399826,1.845000029,44.9129982,39.79999924,10.33399963,-59.59700012,2464,-22857,372465120,1266666496,100278.7031,21.79206848
21845,1,2690,223508,1.73577714,-0.784532011,9.375157356,-18.58499908,8.597999573,38.00299835,39.98199844,13.35000038,-61.80199814,2464,-23613,372465152,1266666496,100278.3594,21.78842163
21845,1,2701,223618,2.226109505,-1.843650222,9.208444595,23.82299995,33.61299896,12.31400013,42.24700165,16.04899979,-57.72900009,2464,-23217,372465152,1266666368,100286.4063,21.79640198
21845,1,2711,223718,2.61837554,-2.304562807,8.492559433,30.24300003,20.54899979,18.55400085,44.24900055,14.1420002,-59.76200104,2464,-22653,372465120,1266666240,100295.9688,21.7842865
21845,1,2721,223818,1.510224104,-1.529837489,8.894631386,73.22499847,42.50600052,19.67000008,47.07099915,13.82499981,-59.82899857,2464,-22097,372465088,1266666112,100320.0781,21.79360962
21845,1,2732,223928,1.15718472,-1.549450755,9.708583832,62.90499878,40.15299988,36.68000031,50.90499878,6.205999851,-58.90999985,2464,-21564,372465088,1266665984,100330.6875,21.79592896
21845,1,2742,224028,0.666852236,-1.186604619,10.03220272,48.03300095,31.43700027,50.24900055,56.22100067,-1.412999988,-58.0870018,2464,-20861,372465024,1266665856,100345.7969,21.79264832
21845,1,2753,224138,0.235359609,-1.206218004,10.16949558,42.14500046,20.06299973,45.64199829,56.0340004,-7.129000187,-55.20999908,2465,-20140,372464992,1266665728,100361.4688,21.79678345
21845,1,2763,224238,0.039226603,-0.931631744,9.885103226,36.8769989,5.572000027,34.4679985,58.54000092,-14.42800045,-52.52600098,2465,-19652,372464960,1266665600,100367.7188,21.79948425
21845,1,2773,224338,0.264779568,-0.696272194,10.3067894,28.44799995,-6.160999775,27.04100037,57.86000061,-17.2859993,-52.52600098,2465,-20377,372464928,1266665472,100384.75,21.80207825
21845,1,2783,224438,0.568785667,-0.451105922,10.79712105,16.46199989,-12.4989996,27.57799911,60.01699829,-22.52599907,-51.11399841,2465,-22641,372464928,1266665344,100391.4063,21.80400085
21845,1,2794,224548,0.892405152,-0.117679805,10.94422245,-1.460000038,-13.40600014,42.64500046,54.68500137,-23.95299911,-50.72499847,2465,-23657,372464928,1266665344,100404.5938,21.79515076
21845,1,2804,224648,0.892405152,-0.019613301,10.40485573,-23.46899986,-9.43999958,68.1289978,53.35699844,-26.65500069,-50.5530014,2465,-24103,372464896,1266665216,100408.7813,21.79794312
21845,1,2815,224758,0.95124507,-0.215746298,11.01286793,-44.64300156,0.050000001,97.48999786,50.92599869,-26.1779995,-50.60599899,2465,-24912,372464864,1266665216,100418.9219,21.80361938
21845,1,2826,224868,0.794338644,-0.608012319,9.512451172,-53.19599915,13.2869997,114.5309982,45.75899887,-26.17700005,-52.01800156,2465,-24979,372464800,1266665216,100421.6406,21.80804443
21845,1,2836,224968,0.539365768,-1.010084987,10.29698181,-49.5909996,27.51099968,121.8339996,41.95800018,-20.78300095,-55.48600006,2465,-25261,372464736,1266665216,100426.3125,21.79486084
21845,1,2847,225078,-1.402351022,-1.765197158,11.92488575,-38.0340004,25.38500023,118.538002,37.44400024,-13.95499992,-56.78699875,2465,-27988,372464800,1266665216,100442.2031,21.80371094
21845,1,2857,225178,-1.421964288,-0.872791886,8.521979332,-15.83399963,9.666000366,113.1750031,37.44400024,-11.09899998,-60.18000031,2466,-29097,372464768,1266665216,100452.0469,21.80545044
21845,1,2868,225288,-1.980943441,-0.431492597,9.267284393,22.88599968,-22.4659996,77.96499634,37.43299866,-6.334000111,-58.46900177,2466,-29257,372464736,1266665088,100472.1094,21.7993927
21845,1,2878,225388,-1.716163754,0.64723891,8.992697716,29.5359993,-49.08300018,53.90399933,34.44599915,-8.237000465,-60.25500107,2466,-29030,372464704,1266665088,100482.7188,21.81016541
21845,1,2889,225498,-1.392544389,0.382459372,9.894909859,-0.986999989,-65.04299927,39.97200012,25.64900017,-9.984000206,-58.13999939,2466,-27952,372464704,1266665088,100493.8281,21.79650879
21845,1,2899,225598,-0.794338644,0.147099748,10.41466236,-37.38100052,-73.65699768,52.97000122,18.51199913,-6.809999943,-56.47299957,2466,-27886,372464704,1266664960,100498.8594,21.8056488
21845,1,2914,225748,-0.313812822,-0.254972905,11.03248119,-78.01300049,-78.67299652,69.33300018,10.37899971,-0.303000003,-54.07400131,2466,-28177,372464736,1266664960,100507.5625,21.8137207
21845,1,2924,225848,-0.06864655,-0.313812822,12.08179283,-73.74500275,-64.10500336,59.16999817,5.586999893,9.381999969,-51.63700104,2466,-28423,372464768,1266664960,100507.7656,21.81150818
21845,1,2935,225958,0.039226603,-1.686743855,10.67944145,19.07099915,-47.67900085,-31.92099953,2.079999924,11.44499969,-46.12099838,2466,-28906,372464800,1266664960,100518.7969,21.81843567
21845,1,2945,226058,0.284392834,-1.304284453,11.11093521,14.4630003,-56.54499817,-34.09400177,-2.380000114,8.586000443,-43.13100052,2466,-29630,372464832,1266664960,100526.7656,21.8144989
21845,1,2956,226168,0.774725378,-1.539644122,11.27764702,14.7869997,-66.85700226,-34.50099945,-5.693999767,4.622000217,-39.04299927,2467,-30158,372464864,1266664832,100543.8906,21.81930542
21845,1,2967,226278,0.794338644,-1.176797986,9.610517502,-0.81099999,-36.74000168,36.51599884,-13.45800018,2.397000074,-28.73600006,2467,-29771,372464864,1266664832,100554.6719,21.80775452
21845,1,2977,226378,1.569064021,-0.519752443,10.67944145,24.29199982,23.93300056,0.48300001,-11.50399971,3.98300004,-26.80699921,2467,-28775,372464864,1266664832,100560.8438,21.80911255
21845,1,2988,226488,1.480804086,-1.421964288,9.796843529,21.65500069,23.84000015,1.302000046,-11.34300041,2.713999987,-28.45100021,2467,-28191,372464864,1266664832,100572.7188,21.81776428
21845,1,2998,226588,1.402351022,-1.549450755,9.57129097,18.81999969,16.88299942,-0.996999979,-11.02200031,2.394999981,-29.57299995,2467,-27943,372464896,1266664704,100577.9844,21.82527161
21845,1,3009,226698,1.382737756,-2.059396505,9.639936447,21.94099998,12.60700035,-6.157000065,-10.34200001,-0.298000008,-32.30099869,2467,-27254,372464864,1266664704,100594.1563,21.83901978
21845,1,3019,226798,1.137571335,-1.549450755,9.610517502,51.68099976,27.59000015,11.05700016,-9.013999939,-0.298000008,-34.29600143,2467,-26694,372464864,1266664704,100601.7813,21.82603455
21845,1,3029,226898,1.372931004,-1.372931004,10.62060165,51.61299896,25.43199921,16.3579998,-9.350999832,-3.318000078,-34.92399979,2467,-26234,372464864,1266664704,100618.3125,21.81997681
21845,1,3039,226998,1.000278354,-1.245444655,11.61107349,49.36399841,47.96699905,43.45100021,-6.539999962,-3.313999891,-36.875,2467,-26045,372464896,1266664704,100626.4219,21.8243103
21845,1,3050,227108,0.941438437,-0.95124507,11.16977501,50.6780014,74.6989975,91.76200104,-3.220999956,-2.204999924,-41.11299896,2467,-25928,372464896,1266664704,100641.9844,21.81420898
21845,1,3060,227208,0.098066501,-0.50994581,11.26784134,46.72800064,55.5530014,88.43199921,1.416000009,1.922000051,-45.17900085,2468,-27237,372464992,1266664704,100648.4531,21.83074951
21845,1,3071,227318,-0.235359609,-0.304006159,9.865490913,36.37900162,29.63500023,77.16999817,2.588000059,1.444000006,-50.27700043,2468,-27123,372465024,1266664704,100662.1094,21.81546021
21845,1,3081,227418,-0.37265268,-0.06864655,9.76742363,21.27700043,5.809999943,63.17499924,5.426000118,4.620999813,-52.57899857,2468,-27152,372465024,1266664704,100675.7813,21.82460022
21845,1,3092,227528,-0.304006159,0.107873149,8.825984955,2.019000053,-13.36200047,50.54600143,6.421999931,7.953000069,-51.59199905,2468,-27159,372465088,1266664832,100681.7656,21.81410217
21845,1,3102,227628,0.1372931,0.166713059,7.335374355,-18.39999962,-25.25900078,49.26200104,5.441999912,10.81299973,-49.56700134,2468,-27143,372465120,1266664832,100693.2031,21.81756592
21845,1,3112,227728,0.784532011,0.274586201,9.433997154,-40.21099854,-24.2670002,66.42500305,3.766000032,15.57400036,-49.32699966,2468,-27050,372465152,1266664832,100700.0938,21.82267761
21845,1,3123,227838,1.598484039,-0.441299289,11.57184696,-65.69000244,10.20699978,78.55400085,5.260000229,22.875,-43.95299911,2468,-27518,372465184,1266664832,100708.9688,21.81910706
21845,1,3133,227938,0.794338644,-0.706078768,11.4051342,-73.91100311,26.42399979,93.98999786,9.538000107,31.44499969,-44.45399857,2468,-27671,372465216,1266664832,100713.6875,21.82853699
21845,1,3144,228048,0.666852236,-0.931631744,8.208166122,-43.57400131,20.44199944,58.94100189,15.34200001,38.74700165,-39.84199905,2468,-27371,372465248,1266664832,100721.2969,21.82402039
21845,1,3154,228148,-0.078453206,-1.490610719,9.296704292,11.52999973,-26.71999931,-25.72299957,19.36300087,42.40299988,-38.2879982,2468,-27163,372465280,1266664832,100735.7656,21.82084656
21845,1,3165,228258,0.519752443,-0.81395191,10.65982914,6.760000229,-37.56800079,-29.17000008,14.05700016,40.01699829,-38.78099823,2469,-26703,372465248,1266664832,100741.4844,21.82363892
21845,1,3175,228358,0.627625644,-0.460912555,10.23814297,-6.227000237,-22.0170002,-12.02400017,11.41800022,40.02000046,-37.95899963,2469,-27149,372465248,1266664960,100753.3906,21.82641602
21845,1,3186,228468,0.784532011,-1.22583127,7.766866684,-4.191999912,-9.729000092,-9.505999565,11.23499966,39.38499832,-34.99900055,2469,-27889,372465280,1266664960,100759.125,21.83074951
21845,1,3196,228568,0.617818952,-1.166991353,6.727361679,16.06900024,-10.08500004,-22.73500061,7.375,38.43199921,-35.5890007,2469,-28281,372465280,1266665088,100777.0625,21.82748413
21845,1,3207,228678,1.255251288,-1.049311519,11.3168745,11.73400021,-8.744000435,17.27199936,5.426000118,35.57699966,-37.49499893,2469,-28830,372465280,1266665088,100782.0781,21.83488464
21845,1,3217,228778,0.990471721,-1.725970387,11.22861385,14.05799961,-20.66399956,20.81599998,6.427000046,35.89199829,-38.05599976,2469,-29277,372465312,1266665216,100797.0156,21.83325195
21845,1,3227,228878,0.872791886,-1.392544389,9.306510925,49.88899994,-22.54800034,22.51399994,5.742000103,36.36999893,-37.04700089,2469,-29617,372465344,1266665216,100804.6094,21.83720398
